,date,name,code,jeton,price,percentage
0,05-31,牧原股份,002714,2207575.07655443,25.42,0.18764799875190585
1,05-31,牧原股份,002714,2359060.60771441,26.24,0.20699308534613292
2,05-31,牧原股份,002714,8519994.21127666,27.06,0.7709389722777209
3,05-31,牧原股份,002714,8052000.70184517,27.88,0.7506707296851289
4,05-31,牧原股份,002714,19938287.1321856,28.7,1.9134743782907235
5,05-31,牧原股份,002714,12137172.8044677,29.52,1.198082699827821
6,05-31,牧原股份,002714,13159150.0254441,30.34,1.3350462871945687
7,05-31,牧原股份,002714,7703543.57905953,31.16,0.8026771524530691
8,05-31,牧原股份,002714,11455267.6684179,31.98,1.2250014691428988
9,05-31,牧原股份,002714,1761906.14036644,32.8,0.193245558683468
10,05-31,牧原股份,002714,3755592.75936146,33.62,0.4222105789017442
11,05-31,牧原股份,002714,3986090.08652894,34.44,0.4590533499431467
12,05-31,牧原股份,002714,326615.053015982,35.26,0.03850981330366453
13,05-31,牧原股份,002714,851760.824531878,36.08,0.10276307681397436
14,05-31,牧原股份,002714,1376906.59604777,36.9,0.16989623516322624
15,05-31,牧原股份,002714,359732.35392239,37.72,0.045373689230779495
16,05-31,牧原股份,002714,4650457.6066225,38.54,0.5993221221267235
17,05-31,牧原股份,002714,1330985.65096476,39.36,0.17517872932791118
18,05-31,牧原股份,002714,1456855.33981066,40.18,0.19573985899446739
19,05-31,牧原股份,002714,1332827.64182016,41.0,0.182730379595262
20,05-31,牧原股份,002714,504858.95523491,41.82,0.07060037393453318
21,05-31,牧原股份,002714,995100.777986844,42.64,0.14188522407496426
22,05-31,牧原股份,002714,2427116.8067025,43.46,0.3527226170770466
23,05-31,牧原股份,002714,4312931.27260396,44.28,0.6386060938365057
24,05-31,牧原股份,002714,9829615.22750585,45.1,1.482401919035123
25,05-31,牧原股份,002714,12606372.3737844,45.92,1.9357306176207525
26,05-31,牧原股份,002714,10999548.2634543,46.74,1.7191606669908939
27,05-31,牧原股份,002714,5618141.77805464,47.56,0.893485377339163
28,05-31,牧原股份,002714,5693967.59812073,48.38,0.921157227682088
29,05-31,牧原股份,002714,7522501.45247526,49.2,1.2375999741777766
30,05-31,牧原股份,002714,3187289.98757135,50.02,0.5331116515461385
31,05-31,牧原股份,002714,1682492.41982313,50.84,0.2860299872453986
32,05-31,牧原股份,002714,6721066.31253371,51.66,1.1610354779934167
33,05-31,牧原股份,002714,10407892.7407214,52.48,1.8264573816446443
34,05-31,牧原股份,002714,17173936.8009056,52.7,3.0264491698149962
35,05-31,牧原股份,002714,18092596.1767563,54.12,3.274248117183702
36,05-31,牧原股份,002714,20449078.1684136,54.94,3.7567759824662597
37,05-31,牧原股份,002714,21856102.4715304,55.76,4.075194972751793
38,05-31,牧原股份,002714,19946923.6363285,56.58,3.773912066775574
39,05-31,牧原股份,002714,18367033.9962084,57.4,3.5253629084523
40,05-31,牧原股份,002714,16781858.961595,58.22,3.2671206795603447
41,05-31,牧原股份,002714,16298271.6177527,58.9,3.2100349034602704
42,05-31,牧原股份,002714,24525288.4264166,59.86,4.909121089561516
43,05-31,牧原股份,002714,28840261.3115024,60.68,5.851910451844406
44,05-31,牧原股份,002714,22048247.6006039,61.5,4.53421492065547
45,05-31,牧原股份,002714,13208696.439045,62.32,2.752582298393124
46,05-31,牧原股份,002714,7781626.47862878,63.14,1.642963316610426
47,05-31,牧原股份,002714,5639317.36858293,63.96,1.2061127267279734
48,05-31,牧原股份,002714,3111879.86946983,64.78,0.6740881233989959
49,05-31,牧原股份,002714,3342871.76830873,65.6,0.7332911869410472
50,05-31,牧原股份,002714,19468273.0385967,66.42,4.323935513844126
51,05-31,牧原股份,002714,25560801.6726313,67.24,5.747183767192712
52,05-31,牧原股份,002714,25403162.4378834,68.06,5.781394948186897
53,05-31,牧原股份,002714,16343473.532908,68.88,3.764353595691923
54,05-31,牧原股份,002714,9406049.2027349,69.7,2.1922644072960624
55,05-31,牧原股份,002714,5440197.60667901,70.52,1.282861841386104
56,05-31,牧原股份,002714,4387267.85190334,71.34,1.0465986335885535
57,05-31,牧原股份,002714,3235666.25586694,72.16,0.7807520853727518
58,05-31,牧原股份,002714,1961535.16762169,72.98,0.47868835928212927
59,05-31,牧原股份,002714,867345.48228171,73.8,0.21404317830776495
