,date,name,code,diff,ranking,total
187110,05-23,太阳能,000591,-63,1704,3630
187117,05-23,平潭发展,000592,-56,499,3630
187124,05-23,大通燃气,000593,-3,2104,3630
187131,05-23,宝塔实业,000595,82,1540,3630
187138,05-23,古井贡酒,000596,-90,970,3630
187145,05-23,东北制药,000597,50,2457,3630
187152,05-23,兴蓉环境,000598,-24,2021,3630
187159,05-23,青岛双星,000599,-187,1015,3630
187166,05-23,建投能源,000600,4,2092,3630
187173,05-23,韶能股份,000601,65,2602,3630
187180,05-23,盛达矿业,000603,-111,2373,3630
187187,05-23,渤海股份,000605,-23,2476,3630
187194,05-23,顺利办,000606,71,1993,3630
187201,05-23,华媒控股,000607,-113,1655,3630
187208,05-23,阳光股份,000608,4,3389,3630
187215,05-23,中迪投资,000609,-11,3092,3630
187222,05-23,西安旅游,000610,-16,246,3630
187229,05-23,*ST天首,000611,-55,3010,3630
187236,05-23,焦作万方,000612,-88,532,3630
187243,05-23,大东海A,000613,188,1001,3630
187250,05-23,京汉股份,000615,-40,1509,3630
187257,05-23,海航投资,000616,-179,1518,3630
187264,05-23,中油资本,000617,-39,3287,3630
187271,05-23,海螺型材,000619,9,3308,3630
187278,05-23,新华联,000620,43,3146,3630
187285,05-23,恒立实业,000622,-21,717,3630
187292,05-23,吉林敖东,000623,10,1800,3630
187299,05-23,长安汽车,000625,97,327,3630
187306,05-23,远大控股,000626,-23,2176,3630
187313,05-23,天茂集团,000627,23,2279,3630
187320,05-23,高新发展,000628,142,2386,3630
187327,05-23,攀钢钒钛,000629,-52,434,3630
187334,05-23,铜陵有色,000630,-70,333,3630
187341,05-23,顺发恒业,000631,-43,3310,3630
187348,05-23,三木集团,000632,-228,2830,3630
187355,05-23,合金投资,000633,-124,1927,3630
187362,05-23,英力特,000635,-22,2831,3630
187369,05-23,风华高科,000636,-13,86,3630
187376,05-23,茂化实华,000637,-131,1408,3630
187383,05-23,万方发展,000638,30,1964,3630
187390,05-23,西王食品,000639,-54,1804,3630
187397,05-23,仁和药业,000650,-14,51,3630
187404,05-23,格力电器,000651,0,18,3630
187411,05-23,泰达股份,000652,862,567,3630
187418,05-23,金岭矿业,000655,-92,577,3630
187425,05-23,金科股份,000656,2,1108,3630
187432,05-23,中钨高新,000657,-54,1720,3630
187439,05-23,珠海中富,000659,25,1689,3630
187446,05-23,长春高新,000661,-93,1209,3630
187453,05-23,天夏智慧,000662,205,2132,3630
187460,05-23,永安林业,000663,-249,2286,3630
187467,05-23,湖北广电,000665,-154,2238,3630
187474,05-23,经纬纺机,000666,-23,1853,3630
187481,05-23,美好置业,000667,-89,2199,3630
187488,05-23,荣丰控股,000668,-52,3489,3630
187495,05-23,金鸿控股,000669,-31,906,3630
187502,05-23,*ST盈方,000670,-1,212,3630
187509,05-23,阳光城,000671,23,1485,3630
187516,05-23,上峰水泥,000672,-63,600,3630
187523,05-23,当代东方,000673,-31,752,3630
187530,05-23,智度股份,000676,-4,2110,3630
187537,05-23,恒天海龙,000677,-112,832,3630
187544,05-23,襄阳轴承,000678,-211,2649,3630
187551,05-23,大连友谊,000679,-2,3392,3630
187558,05-23,山推股份,000680,-72,1047,3630
187565,05-23,视觉中国,000681,-22,374,3630
187572,05-23,东方电子,000682,-29,969,3630
187579,05-23,远兴能源,000683,-83,661,3630
187586,05-23,中山公用,000685,-102,2988,3630
187593,05-23,东北证券,000686,59,757,3630
187600,05-23,华讯方舟,000687,-30,1421,3630
187607,05-23,国城矿业,000688,-126,2802,3630
187614,05-23,宝新能源,000690,-107,1931,3630
187621,05-23,亚太实业,000691,-11,3302,3630
187628,05-23,惠天热电,000692,-5,3263,3630
187635,05-23,滨海能源,000695,-14,3352,3630
187642,05-23,炼石航空,000697,-246,1506,3630
187649,05-23,沈阳化工,000698,-91,2326,3630
187656,05-23,模塑科技,000700,-76,2533,3630
187663,05-23,厦门信达,000701,-77,2816,3630
187670,05-23,正虹科技,000702,-47,1766,3630
187677,05-23,恒逸石化,000703,-3,1751,3630
187684,05-23,浙江震元,000705,-27,3286,3630
187691,05-23,ST双环,000707,-44,2917,3630
187698,05-23,大冶特钢,000708,-196,2119,3630
187705,05-23,河钢股份,000709,-48,525,3630
187712,05-23,贝瑞基因,000710,-15,2738,3630
187719,05-23,京蓝科技,000711,-161,683,3630
187726,05-23,锦龙股份,000712,11,853,3630
187733,05-23,丰乐种业,000713,0,3,3630
187740,05-23,中兴商业,000715,108,2320,3630
187747,05-23,黑芝麻,000716,-106,400,3630
187754,05-23,韶钢松山,000717,-76,801,3630
187761,05-23,苏宁环球,000718,-53,2289,3630
187768,05-23,中原传媒,000719,0,3581,3630
187775,05-23,新能泰山,000720,-62,1246,3630
187782,05-23,西安饮食,000721,-5,1385,3630
187789,05-23,湖南发展,000722,-57,1976,3630
187796,05-23,美锦能源,000723,-9,28,3630
187803,05-23,京东方A,000725,-2,12,3630
187810,05-23,鲁泰A,000726,17,2756,3630
187817,05-23,华东科技,000727,-19,306,3630
187824,05-23,国元证券,000728,215,526,3630
187831,05-23,燕京啤酒,000729,-76,777,3630
187838,05-23,四川美丰,000731,-77,2433,3630
187845,05-23,泰禾集团,000732,-22,756,3630
187852,05-23,振华科技,000733,46,652,3630
187859,05-23,罗牛山,000735,25,34,3630
187866,05-23,中交地产,000736,5,2761,3630
187873,05-23,ST南风,000737,6,2801,3630
187880,05-23,航发控制,000738,25,1238,3630
187887,05-23,普洛药业,000739,-52,1669,3630
187894,05-23,国海证券,000750,59,363,3630
187901,05-23,锌业股份,000751,-127,1117,3630
187908,05-23,*ST西发,000752,255,1820,3630
187915,05-23,漳州发展,000753,-108,1632,3630
187922,05-23,山西路桥,000755,-23,1839,3630
187929,05-23,新华制药,000756,-49,1858,3630
187936,05-23,浩物股份,000757,-69,2696,3630
187943,05-23,中色股份,000758,-15,120,3630
187950,05-23,中百集团,000759,-53,2797,3630
187957,05-23,*ST斯太,000760,40,320,3630
187964,05-23,本钢板材,000761,182,1850,3630
187971,05-23,西藏矿业,000762,-212,1268,3630
187978,05-23,通化金马,000766,-111,859,3630
187985,05-23,漳泽电力,000767,-42,2244,3630
187992,05-23,中航飞机,000768,-85,427,3630
187999,05-23,广发证券,000776,8,560,3630
188006,05-23,中核科技,000777,-51,1439,3630
188013,05-23,新兴铸管,000778,-71,1121,3630
188020,05-23,三毛派神,000779,18,3425,3630
188027,05-23,平庄能源,000780,286,2427,3630
188034,05-23,美达股份,000782,20,2891,3630
188041,05-23,长江证券,000783,2,426,3630
188048,05-23,武汉中商,000785,-123,2299,3630
188055,05-23,北新建材,000786,-88,1264,3630
188062,05-23,北大医药,000788,-47,1744,3630
188069,05-23,万年青,000789,79,550,3630
188076,05-23,泰合健康,000790,-47,2438,3630
188083,05-23,甘肃电投,000791,-73,1790,3630
188090,05-23,*ST盐湖,000792,-6,549,3630
188097,05-23,华闻传媒,000793,39,811,3630
188104,05-23,英洛华,000795,3,5,3630
188111,05-23,凯撒旅游,000796,26,1583,3630
188118,05-23,中国武夷,000797,-115,2564,3630
188125,05-23,中水渔业,000798,244,3112,3630
188132,05-23,酒鬼酒,000799,-51,645,3630
188139,05-23,一汽轿车,000800,-10,585,3630
188146,05-23,四川九洲,000801,-140,1371,3630
188153,05-23,北京文化,000802,-38,875,3630
188160,05-23,金宇车城,000803,-6,3603,3630
188167,05-23,ST银河,000806,84,450,3630
188174,05-23,云铝股份,000807,-82,305,3630
188181,05-23,铁岭新城,000809,-32,3470,3630
188188,05-23,创维数字,000810,4,123,3630
188195,05-23,冰轮环境,000811,-57,1580,3630
188202,05-23,陕西金叶,000812,-29,2268,3630
188209,05-23,德展健康,000813,-39,1160,3630
188216,05-23,美利云,000815,-71,164,3630
188223,05-23,*ST慧业,000816,16,988,3630
188230,05-23,航锦科技,000818,80,707,3630
188237,05-23,岳阳兴长,000819,-30,2555,3630
188244,05-23,*ST节能,000820,76,675,3630
188251,05-23,京山轻机,000821,20,2122,3630
188258,05-23,山东海化,000822,-79,1241,3630
188265,05-23,超声电子,000823,-39,848,3630
188272,05-23,太钢不锈,000825,-45,900,3630
188279,05-23,启迪桑德,000826,22,1048,3630
188286,05-23,东莞控股,000828,-39,3053,3630
188293,05-23,天音控股,000829,46,590,3630
188300,05-23,鲁西化工,000830,-18,157,3630
188307,05-23,五矿稀土,000831,0,11,3630
188314,05-23,粤桂股份,000833,6,2015,3630
188321,05-23,长城动漫,000835,16,2609,3630
188328,05-23,富通鑫茂,000836,-7,406,3630
188335,05-23,秦川机床,000837,23,1535,3630
188342,05-23,财信发展,000838,9,1643,3630
188349,05-23,中信国安,000839,-9,208,3630
188356,05-23,承德露露,000848,-100,696,3630
188363,05-23,华茂股份,000850,-85,495,3630
188370,05-23,高鸿股份,000851,-19,660,3630
188377,05-23,石化机械,000852,-28,1775,3630
188384,05-23,冀东装备,000856,-52,998,3630
188391,05-23,五粮液,000858,-5,26,3630
188398,05-23,国风塑业,000859,-37,332,3630
188405,05-23,顺鑫农业,000860,36,937,3630
188412,05-23,海印股份,000861,-40,2017,3630
188419,05-23,银星能源,000862,-60,217,3630
188426,05-23,三湘印象,000863,-51,1245,3630
188433,05-23,*ST安凯,000868,89,769,3630
188440,05-23,张裕A,000869,10,2223,3630
188447,05-23,吉电股份,000875,-29,872,3630
188454,05-23,新希望,000876,-5,68,3630
188461,05-23,天山股份,000877,-84,393,3630
188468,05-23,云南铜业,000878,-93,581,3630
188475,05-23,潍柴重机,000880,8,3455,3630
188482,05-23,中广核技,000881,10,2183,3630
188489,05-23,华联股份,000882,-104,1311,3630
188496,05-23,湖北能源,000883,40,2395,3630
188503,05-23,城发环境,000885,49,1244,3630
188510,05-23,海南高速,000886,211,1007,3630
188517,05-23,中鼎股份,000887,-54,2102,3630
188524,05-23,峨眉山A,000888,14,2905,3630
188531,05-23,中嘉博创,000889,18,3460,3630
188538,05-23,法尔胜,000890,-36,792,3630
188545,05-23,欢瑞世纪,000892,74,2904,3630
188552,05-23,*ST东凌,000893,-71,2384,3630
188559,05-23,双汇发展,000895,-22,764,3630
188566,05-23,*ST津滨,000897,18,1194,3630
188573,05-23,鞍钢股份,000898,-47,1691,3630
188580,05-23,赣能股份,000899,-124,2861,3630
188587,05-23,现代投资,000900,29,2174,3630
188594,05-23,航天科技,000901,29,651,3630
188601,05-23,新洋丰,000902,117,1778,3630
188608,05-23,云内动力,000903,-35,1874,3630
188615,05-23,厦门港务,000905,-27,1242,3630
188622,05-23,浙商中拓,000906,774,1890,3630
188629,05-23,景峰医药,000908,-3,2512,3630
188636,05-23,数源科技,000909,-47,2470,3630
188643,05-23,大亚圣象,000910,231,2566,3630
188650,05-23,*ST南糖,000911,215,1127,3630
188657,05-23,泸天化,000912,13,1210,3630
188664,05-23,钱江摩托,000913,-96,2573,3630
188671,05-23,山大华特,000915,126,3095,3630
188678,05-23,电广传媒,000917,57,589,3630
188685,05-23,嘉凯城,000918,284,1272,3630
188692,05-23,金陵药业,000919,-203,1936,3630
188699,05-23,南方汇通,000920,16,2618,3630
188706,05-23,海信家电,000921,-84,1715,3630
188713,05-23,佳电股份,000922,-149,1750,3630
188720,05-23,河北宣工,000923,-182,1495,3630
188727,05-23,众合科技,000925,1,1783,3630
188734,05-23,福星股份,000926,-1,3051,3630
188741,05-23,一汽夏利,000927,-33,348,3630
188748,05-23,中钢国际,000928,-153,948,3630
188755,05-23,兰州黄河,000929,-25,3327,3630
188762,05-23,中粮生化,000930,-1,474,3630
188769,05-23,中关村,000931,-16,692,3630
188776,05-23,华菱钢铁,000932,-40,627,3630
188783,05-23,神火股份,000933,-95,705,3630
188790,05-23,四川双马,000935,-40,847,3630
188797,05-23,华西股份,000936,170,472,3630
188804,05-23,冀中能源,000937,133,1830,3630
188811,05-23,紫光股份,000938,55,284,3630
188818,05-23,*ST凯迪,000939,-8,3586,3630
188825,05-23,南天信息,000948,501,339,3630
188832,05-23,新乡化纤,000949,-76,2635,3630
188839,05-23,重药控股,000950,-22,2153,3630
188846,05-23,中国重汽,000951,171,1172,3630
188853,05-23,广济药业,000952,-41,2900,3630
188860,05-23,*ST河化,000953,142,3187,3630
188867,05-23,欣龙控股,000955,138,1017,3630
188874,05-23,中通客车,000957,-104,317,3630
188881,05-23,东方能源,000958,-38,299,3630
188888,05-23,首钢股份,000959,-47,1758,3630
188895,05-23,锡业股份,000960,-95,1020,3630
188902,05-23,中南建设,000961,-65,1483,3630
188909,05-23,东方钽业,000962,-41,1575,3630
188916,05-23,华东医药,000963,1,357,3630
188923,05-23,天保基建,000965,-101,546,3630
188930,05-23,长源电力,000966,1,1462,3630
188937,05-23,盈峰环境,000967,-12,2986,3630
188944,05-23,蓝焰控股,000968,24,2775,3630
188951,05-23,安泰科技,000969,-94,358,3630
188958,05-23,中科三环,000970,-15,95,3630
188965,05-23,*ST高升,000971,-50,713,3630
188972,05-23,ST中基,000972,1,3137,3630
188979,05-23,佛塑科技,000973,-128,1380,3630
188986,05-23,银泰资源,000975,-165,2290,3630
188993,05-23,华铁股份,000976,-101,2959,3630
189000,05-23,浪潮信息,000977,12,69,3630
189007,05-23,桂林旅游,000978,-185,2821,3630
189014,05-23,众泰汽车,000980,13,1066,3630
189021,05-23,ST银亿,000981,-16,219,3630
189028,05-23,*ST中绒,000982,-88,974,3630
189035,05-23,西山煤电,000983,-2,664,3630
189042,05-23,大庆华科,000985,1,2952,3630
189049,05-23,越秀金控,000987,-14,2594,3630
189056,05-23,华工科技,000988,0,224,3630
189063,05-23,九芝堂,000989,-30,855,3630
189070,05-23,诚志股份,000990,-33,922,3630
189077,05-23,闽东电力,000993,-18,171,3630
189084,05-23,*ST皇台,000995,0,3619,3630
189091,05-23,中国中期,000996,269,511,3630
189098,05-23,新大陆,000997,11,478,3630
189105,05-23,隆平高科,000998,-19,161,3630
189112,05-23,华润三九,000999,-218,1919,3630
189119,05-23,宗申动力,001696,-34,603,3630
189126,05-23,招商港口,001872,-29,2923,3630
189133,05-23,豫能控股,001896,-68,509,3630
189140,05-23,招商公路,001965,-20,2493,3630
189147,05-23,招商蛇口,001979,-109,1472,3630
189154,05-23,新和成,002001,6,463,3630
189161,05-23,鸿达兴业,002002,-53,304,3630
189168,05-23,伟星股份,002003,-71,2974,3630
189175,05-23,华邦健康,002004,-109,1812,3630
189182,05-23,*ST德豪,002005,23,1053,3630
189189,05-23,精功科技,002006,-158,751,3630
189196,05-23,华兰生物,002007,-4,1148,3630
189203,05-23,大族激光,002008,7,226,3630
189210,05-23,天奇股份,002009,-61,2245,3630
189217,05-23,传化智联,002010,-3,1725,3630
189224,05-23,盾安环境,002011,-13,1609,3630
189231,05-23,凯恩股份,002012,-16,1068,3630
189238,05-23,中航机电,002013,-8,898,3630
189245,05-23,永新股份,002014,-47,3228,3630
189252,05-23,霞客环保,002015,41,3028,3630
189259,05-23,世荣兆业,002016,-20,2541,3630
189266,05-23,东信和平,002017,4,50,3630
189273,05-23,*ST华信,002018,-86,1154,3630
189280,05-23,亿帆医药,002019,-35,1018,3630
189287,05-23,京新药业,002020,-180,1113,3630
189294,05-23,*ST中捷,002021,2,1585,3630
189301,05-23,科华生物,002022,-76,2645,3630
189308,05-23,海特高新,002023,-10,168,3630
189315,05-23,苏宁易购,002024,-17,183,3630
189322,05-23,航天电器,002025,45,2344,3630
189329,05-23,山东威达,002026,-31,2844,3630
189336,05-23,分众传媒,002027,12,131,3630
189343,05-23,思源电气,002028,-33,1479,3630
189350,05-23,七匹狼,002029,13,2659,3630
189357,05-23,达安基因,002030,9,863,3630
189364,05-23,巨轮智能,002031,-107,1491,3630
189371,05-23,苏泊尔,002032,805,975,3630
189378,05-23,丽江旅游,002033,22,2757,3630
189385,05-23,旺能环境,002034,47,2946,3630
189392,05-23,华帝股份,002035,-31,1136,3630
189399,05-23,联创电子,002036,119,1579,3630
189406,05-23,久联发展,002037,84,2926,3630
189413,05-23,双鹭药业,002038,-12,1195,3630
189420,05-23,黔源电力,002039,16,3270,3630
189427,05-23,南京港,002040,-51,840,3630
189434,05-23,登海种业,002041,-26,163,3630
189441,05-23,华孚时尚,002042,373,2465,3630
189448,05-23,兔宝宝,002043,-75,917,3630
189455,05-23,美年健康,002044,48,934,3630
189462,05-23,国光电器,002045,-63,1487,3630
189469,05-23,轴研科技,002046,-86,2846,3630
189476,05-23,宝鹰股份,002047,53,1834,3630
189483,05-23,宁波华翔,002048,115,2028,3630
189490,05-23,紫光国微,002049,-6,70,3630
189497,05-23,三花智控,002050,-173,1198,3630
189504,05-23,中工国际,002051,-71,1505,3630
189511,05-23,同洲电子,002052,4,96,3630
189518,05-23,云南能投,002053,-43,2739,3630
189525,05-23,德美化工,002054,-16,119,3630
189532,05-23,得润电子,002055,-5,1489,3630
189539,05-23,横店东磁,002056,-13,99,3630
189546,05-23,中钢天源,002057,-4,20,3630
189553,05-23,威尔泰,002058,4,3450,3630
189560,05-23,云南旅游,002059,4,2030,3630
189567,05-23,粤水电,002060,-28,1593,3630
189574,05-23,浙江交科,002061,36,1635,3630
189581,05-23,宏润建设,002062,1,2435,3630
189588,05-23,远光软件,002063,129,650,3630
189595,05-23,华峰氨纶,002064,-24,905,3630
189602,05-23,东华软件,002065,104,639,3630
189609,05-23,瑞泰科技,002066,-58,2843,3630
189616,05-23,景兴纸业,002067,-2,1634,3630
189623,05-23,黑猫股份,002068,8,1536,3630
189630,05-23,獐子岛,002069,-60,1910,3630
189637,05-23,长城影视,002071,-13,2420,3630
189644,05-23,*ST凯瑞,002072,-52,2118,3630
189651,05-23,软控股份,002073,19,1069,3630
189658,05-23,国轩高科,002074,26,766,3630
189665,05-23,沙钢股份,002075,0,285,3630
189672,05-23,雪莱特,002076,-54,1379,3630
189679,05-23,大港股份,002077,-5,39,3630
189686,05-23,太阳纸业,002078,82,783,3630
189693,05-23,苏州固锝,002079,38,228,3630
189700,05-23,中材科技,002080,14,999,3630
189707,05-23,金螳螂,002081,47,1545,3630
189714,05-23,万邦德,002082,-84,2667,3630
189721,05-23,孚日股份,002083,-21,2202,3630
189728,05-23,海鸥住工,002084,88,2603,3630
189735,05-23,万丰奥威,002085,30,899,3630
189742,05-23,ST东海洋,002086,-50,1365,3630
189749,05-23,新野纺织,002087,-47,2727,3630
189756,05-23,鲁阳节能,002088,-69,2615,3630
189763,05-23,*ST新海,002089,3,156,3630
189770,05-23,金智科技,002090,-11,3029,3630
189777,05-23,江苏国泰,002091,-37,2018,3630
189784,05-23,中泰化学,002092,-58,985,3630
189791,05-23,国脉科技,002093,-11,802,3630
189798,05-23,青岛金王,002094,43,1840,3630
189805,05-23,生意宝,002095,30,1391,3630
189812,05-23,南岭民爆,002096,15,3434,3630
189819,05-23,山河智能,002097,-37,1831,3630
189826,05-23,浔兴股份,002098,58,293,3630
189833,05-23,海翔药业,002099,-12,573,3630
189840,05-23,天康生物,002100,-40,621,3630
189847,05-23,广东鸿图,002101,-45,3243,3630
189854,05-23,ST冠福,002102,3,895,3630
189861,05-23,广博股份,002103,-120,728,3630
189868,05-23,恒宝股份,002104,76,407,3630
189875,05-23,信隆健康,002105,-19,3031,3630
189882,05-23,莱宝高科,002106,-34,1677,3630
189889,05-23,沃华医药,002107,-41,3071,3630
189896,05-23,沧州明珠,002108,-62,1346,3630
189903,05-23,兴化股份,002109,-65,2352,3630
189910,05-23,三钢闽光,002110,-5,207,3630
189917,05-23,威海广泰,002111,-48,2823,3630
189924,05-23,三变科技,002112,48,1693,3630
189931,05-23,ST天润,002113,-15,502,3630
189938,05-23,罗平锌电,002114,-167,1431,3630
189945,05-23,三维通信,002115,-4,442,3630
189952,05-23,中国海诚,002116,82,2296,3630
